SNO.,FLOW_DATE,PRESENT_STORAGE_TMC,RES_LEVEL_FT,INFLOW_CUSECS,OUTFLOW_CUECS
3049,3/10/2020,32.42,110.69,161,715
3050,3/11/2020,32.36,110.63,161,715
3051,3/12/2020,32.3,110.57,161,715
3052,3/13/2020,32.25,110.52,279,715
3053,3/14/2020,32.19,110.46,154,708
3054,3/15/2020,32,110.28,214,2181
3055,3/16/2020,31.72,110,315,3460
3056,3/17/2020,31.41,109.69,248,3652
3057,3/18/2020,31.08,109.36,197,3831
3058,3/19/2020,30.77,109.04,304,3823
3059,3/20/2020,30.44,108.71,261,3818
3060,3/21/2020,30.12,108.38,261,3807
3061,3/22/2020,29.8,108.04,143,3801
3062,3/23/2020,29.46,107.69,106,3796
3063,3/24/2020,29.13,107.34,106,3785
3064,3/25/2020,28.81,107,209,3779
3065,3/26/2020,28.49,106.65,183,3773
3066,3/27/2020,28.16,106.3,172,3762
3067,3/28/2020,27.82,105.93,115,3902
3068,3/29/2020,27.48,105.55,81,3896
3069,3/30/2020,27.17,105.2,164,3666
3070,3/31/2020,26.86,104.86,111,3475
3071,4/1/2020,26.56,104.51,90,3507
3072,4/2/2020,26.42,104.35,159,1593
3073,4/3/2020,26.37,104.3,129,444
3074,4/4/2020,26.3,104.22,44,664
3075,4/5/2020,26.23,104.14,94,714
3076,4/6/2020,26.16,104.06,94,714
3077,4/7/2020,26.09,103.98,93,710
3078,4/8/2020,26.02,103.9,103,708
3079,4/9/2020,25.96,103.83,202,708
3080,4/10/2020,25.95,103.81,698,708
3081,4/11/2020,25.94,103.8,796,707
3082,4/12/2020,25.93,103.79,796,707
3083,4/13/2020,25.89,103.75,498,707
3084,4/14/2020,25.83,103.68,201,707
3085,4/15/2020,25.77,103.61,201,707
3086,4/16/2020,25.59,103.39,288,2281
3087,4/17/2020,25.25,103,178,3856
3088,4/18/2020,24.92,102.6,169,3851
3089,4/19/2020,24.58,102.19,128,3897
3090,4/20/2020,24.22,101.76,137,4045
3091,4/21/2020,23.84,101.29,111,4352
3092,4/22/2020,23.48,100.84,135,4152
3093,4/23/2020,23.11,100.38,107,4149
3094,4/24/2020,22.75,99.92,118,4143
3095,4/25/2020,22.38,99.45,108,4137
3096,4/26/2020,22.02,98.98,109,4134
3097,4/27/2020,21.66,98.5,119,4131
3098,4/28/2020,21.3,98.02,116,4128
3099,4/29/2020,20.94,97.54,216,4126
3100,4/30/2020,20.7,97.2,158,2875
3101,5/1/2020,20.55,97,186,1698
3102,5/2/2020,20.44,96.85,640,1698
3103,5/3/2020,20.38,96.77,247,727
3104,5/4/2020,20.37,96.75,343,327
3105,5/5/2020,20.36,96.73,343,327
3106,5/6/2020,20.33,96.7,260,327
3107,5/7/2020,20.31,96.66,178,327
3108,5/8/2020,20.28,96.62,178,327
3109,5/9/2020,20.25,96.58,177,326
3110,5/10/2020,20.21,96.53,94,326
3111,5/11/2020,20.18,96.48,94,326
3112,5/12/2020,20.13,96.42,124,438
3113,5/13/2020,20.09,96.36,124,438
3114,5/14/2020,20.01,96.25,119,764
3115,5/15/2020,19.95,96.16,118,763
3116,5/16/2020,19.61,95.67,118,3917
3117,5/17/2020,19.26,95.18,139,3913
3118,5/18/2020,19,94.8,1057,3906
3119,5/19/2020,18.73,94.4,512,3481
3120,5/20/2020,18.46,94,511,3480
3121,5/21/2020,18.21,93.62,645,3381
3122,5/22/2020,17.98,93.26,666,3250
3123,5/23/2020,17.73,92.88,534,3247
3124,5/24/2020,17.48,92.5,581,3243
3125,5/25/2020,17.32,92.25,720,2418
3126,5/26/2020,17.29,92.19,902,1191
3127,5/27/2020,17.21,92.07,456,1190
3128,5/28/2020,17.13,91.95,463,1188
3129,5/29/2020,17.11,91.92,735,800
3130,5/30/2020,17.13,91.94,709,414
3131,5/31/2020,17.13,91.95,637,414
3132,6/1/2020,17.16,92,925,414
3133,6/2/2020,17.2,92.05,911,415
3134,6/3/2020,17.22,92.09,837,415
3135,6/1/2020,17.16,92,925,414
3136,6/2/2020,17.2,92.05,911,415
3137,6/3/2020,17.22,92.09,837,415
3138,6/4/2020,17.24,92.12,763,415
3139,6/5/2020,17.25,92.14,689,415
3140,6/6/2020,17.27,92.16,689,415
3141,6/7/2020,17.29,92.2,837,365
3142,6/8/2020,17.36,92.3,1282,366
3143,6/9/2020,17.42,92.4,1693,777
3144,6/10/2020,17.45,92.45,1571,1075
3145,6/11/2020,17.52,92.55,1943,1077
3146,6/12/2020,17.57,92.63,1799,1081
3147,6/13/2020,17.57,92.64,1282,1083
3148,6/14/2020,17.59,92.66,1357,1084
3149,6/15/2020,17.6,92.68,1358,1085
3150,6/16/2020,17.61,92.69,1284,1085
3151,6/17/2020,17.72,92.87,1877,418
3152,6/18/2020,17.94,93.2,3026,419
3153,6/19/2020,18.15,93.52,2980,421
3154,6/20/2020,18.62,94.23,6005,423
3155,6/21/2020,19.04,94.85,5406,426
3156,6/22/2020,19.26,95.18,3181,431
3157,6/23/2020,19.42,95.4,2334,435
3158,6/24/2020,19.66,95.75,3381,436
3159,6/25/2020,19.91,96.1,3404,437
3160,6/26/2020,20.08,96.35,2636,438
3161,6/27/2020,20.21,96.52,1975,438
3162,6/28/2020,20.33,96.69,1976,440
3163,6/29/2020,20.44,96.85,1894,440
3164,6/30/2020,20.55,97,1812,441
3165,7/1/2020,20.65,97.14,1765,441
3166,7/2/2020,20.84,97.4,2758,442
3167,7/3/2020,21,97.62,2420,443
3168,7/4/2020,21.15,97.82,2251,444
3169,7/5/2020,21.39,98.15,3391,445
3170,7/6/2020,21.85,98.75,5791,447
3171,7/7/2020,22.34,99.4,6324,449
3172,7/8/2020,23.07,100.33,8972,453
3173,7/23/2020,29.49,107.72,5438,5089
3174,7/24/2020,29.42,107.64,4340,5086
3175,7/25/2020,29.2,107.41,3197,5585
3176,7/26/2020,28.91,107.1,2798,6063
3177,7/27/2020,28.63,106.8,3029,6132
3178,7/28/2020,28.49,106.65,1615,3090
3179,7/29/2020,28.37,106.52,2320,3583
3180,7/30/2020,28.13,106.26,1420,4021
3181,7/31/2020,27.86,105.97,1589,4553
3182,8/1/2020,27.84,105.95,4580,4663
3183,8/2/2020,27.73,105.83,3604,4719
3184,8/3/2020,27.6,105.68,3287,4715
3185,8/4/2020,27.62,105.7,5056,4712
3186,8/5/2020,28.97,107.17,20488,4681
3187,8/13/2020,47.58,123.45,18027,3743
3188,8/14/2020,48.41,124.05,13518,3809
3189,8/15/2020,48.84,124.36,9080,3814
3190,8/16/2020,49.17,124.6,9404,5318
3191,8/17/2020,49.45,124.8,8758,5318
3192,8/18/2020,49.45,124.8,17501,17291
3193,8/19/2020,48.48,124.1,31005,42101
3194,8/20/2020,48.09,123.82,14940,19513
3195,8/21/2020,49.31,124.7,19649,5304
3196,8/22/2020,49.45,124.8,7127,5318
3197,8/23/2020,49.34,124.72,4219,5318
3198,8/24/2020,49.24,124.65,4381,5318
3199,8/25/2020,49.23,124.64,5450,5418
3200,8/26/2020,49.09,124.54,3996,5418
3201,8/27/2020,48.85,124.37,2865,5418
3202,8/28/2020,48.5,124.12,1573,5417
3203,8/29/2020,48.16,123.87,1600,5403
3204,8/30/2020,47.83,123.63,1752,5360
3205,8/31/2020,47.5,123.39,1739,5348
3206,9/1/2020,47.27,123.22,2792,5309
3207,9/2/2020,47.38,123.3,6778,5309
3208,9/3/2020,47.79,123.6,9024,4076
3209,9/4/2020,48.2,123.9,9062,4114
3210,9/5/2020,48.54,124.15,8369,4157
3211,9/6/2020,48.68,124.25,5995,4171
3212,9/7/2020,48.67,124.24,4219,4171
3213,9/8/2020,48.63,124.21,4519,4794
3214,9/9/2020,48.73,124.28,6758,5417
3215,9/10/2020,49.01,124.48,8857,5417
3216,9/11/2020,49.03,124.5,5950,5417
3217,9/12/2020,49.08,124.53,6113,5418
3218,9/13/2020,49.13,124.57,6274,5418
3219,9/14/2020,49.21,124.63,7511,6332
3220,9/15/2020,49.27,124.67,9936,9080
3221,9/16/2020,49.31,124.7,8709,8015
3222,9/17/2020,49.34,124.72,7061,6529
3223,9/18/2020,49.37,124.74,7063,6531
3224,9/19/2020,49.35,124.73,7497,7450
3225,9/20/2020,49.24,124.65,10035,11118
3226,9/21/2020,49.17,124.6,27426,28024
3227,9/22/2020,48.68,124.25,38278,43722
3228,9/23/2020,47.72,123.55,32078,43028
3229,9/24/2020,47.11,123.1,26564,33476
3230,9/25/2020,47.72,123.55,13139,5817
3231,9/26/2020,48.27,123.95,12386,5855
3232,9/27/2020,48.68,124.25,10935,5898
3233,9/28/2020,49.03,124.5,10159,5912
3234,9/29/2020,49.24,124.65,8545,5913
3235,9/30/2020,49.34,124.72,7253,5913
3236,10/1/2020,49.38,124.75,6607,5913
3237,10/2/2020,49.41,124.77,6493,5913
3238,10/3/2020,49.45,124.8,6655,5913
3239,10/4/2020,49.45,124.8,6170,5913
3240,10/5/2020,49.45,124.8,6170,5913
3241,10/6/2020,49.45,124.8,6170,5913
3242,10/7/2020,49.45,124.8,6220,5963
3243,10/8/2020,49.45,124.8,6370,6113
3244,10/9/2020,49.45,124.8,8112,7855
3245,10/10/2020,49.45,124.8,10875,10618
3246,10/11/2020,49.45,124.8,11796,11539
3247,10/12/2020,49.45,124.8,8741,8483
3248,10/13/2020,49.45,124.8,8640,8383
3249,10/14/2020,49.45,124.8,8615,8358
3250,10/15/2020,49.45,124.8,5826,5570
3251,10/16/2020,49.45,124.8,3063,2807
3252,10/17/2020,49.45,124.8,11352,11096
3253,10/18/2020,49.45,124.8,12273,12017
3254,10/19/2020,49.45,124.8,7668,7412
3255,10/20/2020,49.45,124.8,6747,6491
3256,10/21/2020,49.45,124.8,6797,6541
3257,10/22/2020,49.45,124.8,6847,6591
3258,10/23/2020,49.45,124.8,6797,6541
3259,10/24/2020,49.45,124.8,6747,6491
3260,10/25/2020,49.45,124.8,6747,6491
3261,10/26/2020,49.45,124.8,5826,5520
3262,10/27/2020,49.45,124.8,4905,4649
3263,10/28/2020,49.45,124.8,5512,5256
3264,10/29/2020,49.45,124.8,5796,5863
3265,10/30/2020,49.23,124.64,3857,5863
3266,10/31/2020,49.1,124.55,4665,5863
3267,11/1/2020,48.91,124.41,3857,5863
3268,11/2/2020,48.7,124.26,3647,5862
3269,11/3/2020,48.6,124.19,4939,5862
3270,11/4/2020,48.59,124.18,5908,5862
3271,11/5/2020,48.52,124.13,5262,5862
3272,11/6/2020,48.6,124.19,7038,5862
3273,11/7/2020,48.75,124.3,7846,5862
3274,11/8/2020,48.74,124.29,5908,5862
3275,11/9/2020,48.6,124.19,4454,5862
3276,11/10/2020,48.43,124.07,4131,5862
3277,11/11/2020,48.2,123.9,3341,5847
3278,11/12/2020,48.06,123.8,4427,5805
3279,11/13/2020,47.88,123.67,3953,5805
3280,11/14/2020,47.73,123.56,4269,5805
3281,11/15/2020,47.54,123.42,3782,5793
3282,11/16/2020,47.39,123.31,4218,5754
3283,11/17/2020,47.28,123.23,4693,5754
3284,11/18/2020,47.16,123.14,4534,5754
3285,11/19/2020,46.97,123,3744,5754
3286,11/20/2020,46.82,122.89,4214,5716
3287,11/21/2020,46.61,122.73,3426,5702
3288,11/22/2020,46.37,122.55,3116,5702
3289,11/23/2020,46.09,122.34,2617,5668
3290,11/24/2020,45.82,122.14,2761,5656
3291,11/25/2020,45.57,121.95,2921,5646
3292,11/26/2020,45.34,121.78,3234,5615
3293,11/27/2020,45.1,121.59,2931,5614
3294,11/28/2020,44.85,121.4,2921,5604
3295,11/29/2020,44.62,121.23,3193,5573
3296,11/30/2020,44.42,121.07,3344,5573
3297,12/1/2020,44.21,120.91,3348,5563
3298,12/2/2020,44.02,120.77,3501,5532
3299,12/3/2020,43.81,120.6,3353,5532
3300,12/4/2020,43.62,120.45,3491,5522
3301,12/5/2020,43.43,120.3,3464,5495
3302,12/6/2020,43.27,120.18,3537,5124
3303,12/7/2020,43.14,120.08,3711,5000
3304,12/8/2020,43.04,120,4007,5000
3305,12/9/2020,43.04,120,3596,3408
3306,12/10/2020,43.04,120,3596,3408
3307,12/11/2020,43.04,120,3546,3358
3308,12/12/2020,43.04,120,3496,3308
3309,12/13/2020,43.02,119.98,3197,3300
3310,12/14/2020,42.98,119.95,3026,3273
3311,12/15/2020,42.92,119.9,2530,3068
3312,12/16/2020,42.83,119.83,2416,3243

